"";"COD6D";"benf_plano_media";"benf_plano_mediana"
"3446";"420840";2738,75;2754,5
"3447";"290370";63;62
"3448";"210590";14,75;15
"3449";"350810";2013,75;2031
"3450";"210560";65,75;64,5
"3451";"311090";1627,25;1632
"3452";"210547";11;11
"3453";"354080";5416,25;5563,5
"3454";"231195";25;25
"3455";"251130";288,25;288,5
"3456";"231090";90;90,5
"3457";"352330";1444;1447,5
"3458";"130063";60;60
"3459";"355190";3882,5;3936,5
"3460";"291300";63;63
"3461";"352360";2138,5;2107
"3462";"351160";1820,25;1730
"3463";"316280";754,25;743
"3464";"314760";3933;3915,5
"3465";"350100";2086,25;2080,5
"3466";"260870";162,5;160
"3467";"292450";57,25;57
"3468";"354500";2081,25;2066
"3469";"412650";3174,75;3180,5
"3470";"510030";1907,5;1878,5
"3471";"315240";293,5;298
"3472";"270520";638,5;667
"3473";"150172";95,5;94,5
"3474";"260780";330,5;323
"3475";"353700";3399,25;3406,5
"3476";"290035";70,75;70,5
"3477";"315680";487,5;486
"3478";"411620";1378;1396,5
"3479";"351515";3048,5;3105
"3480";"290040";123;126,5
"3481";"290682";165,25;165
"3482";"353910";5609,5;5532
"3483";"292525";62;61,5
"3484";"231190";66,25;66
"3485";"290790";151,5;151,5
"3486";"510637";583;583,5
"3487";"231080";163;163
"3488";"421550";1272;1340,5
"3489";"520010";252;254
"3490";"520640";3148,5;3159
"3491";"260820";148,5;148,5
"3492";"351490";4211,25;4204,5
"3493";"412720";1176,5;1151
"3494";"291230";183,5;181
"3495";"320313";5552;5548
"3496";"260800";126;124,5
"3497";"316900";7706,25;7712,5
"3498";"280280";111,25;110
"3499";"241260";6338,5;6267
"3500";"150100";72;74
"3501";"431550";1184;1184,5
"3502";"110094";114,25;114
"3503";"314270";141,5;142
"3504";"410290";302;299
"3505";"410620";1417;1429
"3506";"210455";115,25;120
"3507";"293080";32;32
"3508";"431265";1521,25;1507
"3509";"170255";167,25;168
"3510";"315170";2156,5;2166,5
"3511";"290115";23,25;22,5
"3512";"210460";110,5;110
"3513";"260845";177,5;181
"3514";"292020";22;22
"3515";"421210";1047,25;1019
"3516";"290350";94;93,5
"3517";"110149";94;82,5
"3518";"261600";149,75;151
"3519";"251630";390,25;389
"3520";"411560";2232;2237,5
"3521";"421350";1779,25;1791
"3522";"120070";125,25;124,5
"3523";"421120";1800,25;1778
"3524";"293105";64,25;65
"3525";"313860";1154,25;1160,5
"3526";"430890";1553;1548
"3527";"230040";24;23,5
"3528";"250490";95,75;94
"3529";"352800";3167,25;3236
"3530";"292140";24,5;23,5
"3531";"351230";881,5;882,5
"3532";"150540";127,75;127,5
"3533";"410630";1757,5;1759,5
"3534";"410760";1091,5;1085,5
"3535";"130010";57,75;57
"3536";"150145";152,5;150,5
"3537";"421290";2287;2264,5
"3538";"421175";4220,75;4178,5
"3539";"130150";44,5;45
"3540";"412140";1077,5;1065
"3541";"280400";1828,75;1811,5
"3542";"410190";2942,5;2945
"3543";"230070";151,25;149
"3544";"431940";868;865,5
"3545";"353240";2054,5;2062
"3546";"292335";22,75;22,5
"3547";"500600";2291,5;2293
"3548";"140005";40;40
"3549";"220020";320;327
"3550";"293260";91,5;93
"3551";"291780";95,25;95,5
"3552";"293130";85,5;86
"3553";"280170";82,75;85,5
"3554";"292960";207,5;210
"3555";"330411";9768,25;9825
"3556";"210130";57,5;58
"3557";"350880";3465,75;3441
"3558";"432110";1169,5;1165
"3559";"410440";242;232,5
"3560";"230860";80,5;80,5
"3561";"313115";1694;1687
"3562";"292270";169,75;170
"3563";"430010";1178,5;1179
"3564";"291085";110,75;107
"3565";"230340";74,25;74
"3566";"250350";57,25;57
"3567";"280100";360,5;360
"3568";"520440";341,5;340
"3569";"412740";1119;1113,5
"3570";"250770";206;206
"3571";"160053";714;721,5
"3572";"231335";44;44
"3573";"350115";9672,75;9680
"3574";"110034";337,5;290
"3575";"280050";214,75;193
"3576";"280330";1036,5;1012
"3577";"150805";27,5;27,5
"3578";"250250";433,5;434
"3579";"150710";73,25;69,5
"3580";"290870";284,25;287
"3581";"260515";418,5;399
"3582";"421750";4260;4273
"3583";"410520";215,5;216,5
"3584";"150797";127,75;123,5
"3585";"313700";176;177,5
"3586";"292420";16,75;17
"3587";"250710";184,5;184,5
"3588";"261380";213;213
"3589";"293245";12,25;12
"3590";"211180";63,5;63
"3591";"230725";132,25;130
"3592";"291240";36,75;36,5
"3593";"290760";57,5;58
"3594";"251190";84;82
"3595";"320220";3694,25;3673
"3596";"110005";564,5;538,5
"3597";"293180";127,75;128
"3598";"160040";97,5;97
"3599";"251200";342,25;342,5
"3600";"500568";1430;1427,5
"3601";"311450";1657;1397,5
"3602";"411440";1329;1316
"3603";"353020";2876,25;2959,5
"3604";"230290";88;87,5
"3605";"290020";297;298
"3606";"290920";34,25;35,5
"3607";"230423";61,25;61,5
"3608";"290160";104;104
"3609";"430900";2000,25;1996,5
"3610";"270070";317,75;316,5
"3611";"270170";475,25;487,5
"3612";"421280";2267,75;2261,5
"3613";"130423";29,75;31,5
"3614";"350275";4768,5;4760,5
"3615";"522040";1328,5;1347
"3616";"315430";1854;1854
"3617";"412120";449,75;458,5
"3618";"250190";438,25;439,5
"3619";"291970";213;211,5
"3620";"130430";66,25;67
"3621";"420010";974,75;966,5
"3622";"260350";364;365,5
"3623";"315580";2661,25;2677
"3624";"310830";1218,25;1244,5
"3625";"521770";652;652,5
"3626";"510730";691,25;692,5
"3627";"313460";862,75;863
"3628";"110040";157,75;157
"3629";"220050";188;193
"3630";"150635";366,25;360,5
"3631";"500800";998,5;999
"3632";"313750";1370,75;1371
"3633";"210927";22;18,5
"3634";"231210";117;116,5
"3635";"280600";240,5;240,5
"3636";"260490";216,75;217
"3637";"270680";223,25;222
"3638";"150658";70,25;70,5
"3639";"352460";1598,75;1578
"3640";"120038";100,5;101,5
"3641";"290530";24,75;25
"3642";"250080";131,25;132
"3643";"315080";348,5;352
"3644";"211107";13,25;13,5
"3645";"410570";1379,25;1377
"3646";"310800";1656,75;1668
"3647";"270160";82,25;82
"3648";"270255";71,25;72
"3649";"314860";549,25;543
"3650";"421780";1432;1432,5
"3651";"350050";2354;2352
"3652";"291220";130;131
"3653";"420880";2561,75;2561
"3654";"355680";7514,75;7684,5
"3655";"410100";438,25;436,5
"3656";"230185";240,75;240,5
"3657";"290485";45,5;46
"3658";"420690";1454,25;1462,5
"3659";"315990";584,75;584,5
"3660";"316100";1146,25;1137,5
"3661";"351200";4668,75;4708
"3662";"291992";4271,75;4192,5
"3663";"354090";9621,5;9616
"3664";"210880";70,75;69
"3665";"353560";3073;3077,5
"3666";"520970";689;698
"3667";"520551";174,25;168,5
"3668";"311510";1556;1559,5
"3669";"260470";128,5;129
"3670";"270020";250,25;251
"3671";"330440";10554,25;10571,5
"3672";"330120";1338;1337
"3673";"211160";136,75;136,5
"3674";"210440";91,25;91,5
"3675";"313880";2202;2196
"3676";"510623";8279,75;8358,5
"3677";"330540";2106,5;2106
"3678";"130280";22,5;22,5
"3679";"314470";6515,5;6529,5
"3680";"320435";1074,25;1071,5
"3681";"351030";1472,5;1468,5
"3682";"351140";1756,75;1751
"3683";"220880";222,5;205,5
"3684";"210790";92,75;93,5
"3685";"251270";416,25;421,5
"3686";"260020";344,25;343
"3687";"210630";95,5;95
"3688";"231395";195;193
"3689";"510700";488,25;487,5
"3690";"210317";25,5;24,5
"3691";"314090";575;572
"3692";"291075";36,5;36
"3693";"231300";218,25;219,5
"3694";"431033";1317;1312
"3695";"220820";115,5;115
"3696";"310450";646,75;649
"3697";"510770";482;481,5
"3698";"240610";176,75;176,5
"3699";"150616";518,25;509
"3700";"313210";202,5;201,5
"3701";"290190";69,75;70
"3702";"210409";17,5;17,5
"3703";"330410";1691,5;1693,5
"3704";"150304";190,5;192
"3705";"210710";41;42
"3706";"211040";34,25;34,5
"3707";"353580";1371,75;1372,5
"3708";"510300";888,5;888,5
"3709";"130440";23,75;24
"3710";"291310";54,75;55
"3711";"210150";301,25;298
"3712";"320350";1158;1153
"3713";"352170";376,25;377
"3714";"230670";141,25;142
"3715";"351750";4294,25;4257,5
"3716";"290830";269,5;270
"3717";"270330";52,5;52,5
"3718";"311750";961,5;944
"3719";"421220";1187;1197,5
"3720";"330280";1905;1918
"3721";"312400";536;530,5
"3722";"292430";97,5;98
"3723";"290380";180;178
"3724";"130230";71,25;71
"3725";"211176";500,5;500,5
"3726";"351760";273,5;277
"3727";"351100";3117,5;3151,5
"3728";"130014";106,5;106,5
"3729";"250060";371,75;371,5
"3730";"220520";252;214,5
"3731";"410680";172,5;170,5
"3732";"352350";3402,75;3412,5
"3733";"316970";598,25;588
"3734";"210800";86,25;85,5
"3735";"260915";14;14
"3736";"230763";91;89,5
"3737";"510787";3774,25;3783
"3738";"293030";99,75;100,5
"3739";"320420";2419;2316
"3740";"291720";206,5;207
"3741";"421830";2179,25;2197
"3742";"221040";106;95
"3743";"315980";2819,25;2837
"3744";"420570";1660,25;1658
"3745";"130360";18;18
"3746";"290810";78,75;78,5
"3747";"260105";377;251,5
"3748";"130350";19,5;19,5
"3749";"313120";781,5;784
"3750";"293280";133;135
"3751";"510330";515,25;522,5
"3752";"250680";242;240,5
"3753";"261340";360,75;359
"3754";"250070";147,5;146,5
"3755";"251140";318,5;318,5
"3756";"261620";307;308
"3757";"270410";119,5;118,5
"3758";"354300";368;366,5
"3759";"130300";32,5;32,5
"3760";"150277";757,5;632
"3761";"316760";428,25;426,5
"3762";"520170";719,75;717,5
"3763";"310490";2662,75;2637
"3764";"261400";85,25;84,5
"3765";"220260";350,75;328,5
"3766";"210250";27;27
"3767";"431306";448;451,5
"3768";"230310";94;93,5
"3769";"430960";5670,75;5716,5
"3770";"260650";27,25;27
"3771";"250440";173;172
"3772";"230535";265,75;270,5
"3773";"320370";875,75;873
"3774";"140020";128;128,5
"3775";"520490";910,75;933
"3776";"412630";512,25;565,5
"3777";"170820";581,25;585
"3778";"292925";181,5;165,5
"3779";"420630";1678,75;1681
"3780";"353620";1186,75;1177
"3781";"210400";106,75;108,5
"3782";"412660";655;655,5
"3783";"521090";500;495
"3784";"510780";480,75;484
"3785";"430130";1183,75;1190
"3786";"310090";683,25;682,5
"3787";"310190";2130,5;2089
"3788";"354240";3942;3938
"3789";"210260";45,75;46
"3790";"280440";588;587,5
"3791";"410450";905,5;903,5
"3792";"350870";3064,75;3263,5
"3793";"291680";217,25;217,5
"3794";"350800";634,25;632
"3795";"230330";68,75;68,5
"3796";"260390";65,5;65
"3797";"315340";538,25;538,5
"3798";"110006";812,75;802,5
"3799";"210740";97,25;97,5
"3800";"290470";399,75;400,5
"3801";"500460";516;516
"3802";"230650";94,5;95
"3803";"510140";278,75;279,5
"3804";"231085";372,25;369,5
"3805";"312830";1898,5;1903,5
"3806";"352600";2186,25;2187,5
"3807";"230360";90,5;90,5
"3808";"293120";119,5;119
"3809";"510270";665,5;672
"3810";"210760";45,5;44,5
"3811";"313920";547,75;551
"3812";"430100";3188,75;3201
"3813";"231375";60,75;59,5
"3814";"260310";819,5;904,5
"3815";"314630";492;493
"3816";"250100";157,5;158
"3817";"500740";946;955,5
"3818";"410120";1947;1942
"3819";"412440";384,5;385
"3820";"230660";28;28
"3821";"270440";153,5;156
"3822";"230395";298;300,5
"3823";"521890";957;946,5
"3824";"353150";5785,5;5775,5
"3825";"291290";293,5;294,5
"3826";"211223";138,25;140,5
"3827";"292970";61,5;61
"3828";"510710";988,25;985
"3829";"230430";130,75;129
"3830";"270910";164,25;165,5
"3831";"500380";2507,25;2521
"3832";"431320";5777;5774
"3833";"292750";382,25;368,5
"3834";"220200";275,5;250
"3835";"130410";32,75;33
"3836";"260700";60,5;60,5
"3837";"250130";251,25;252,5
"3838";"522060";659;659
"3839";"251450";186;187
"3840";"292070";80,25;79
"3841";"170700";602,25;596,5
"3842";"317090";114;116
"3843";"320503";1839,75;1851,5
"3844";"312200";542;541,5
"3845";"210735";58,5;58
"3846";"521220";580;581
"3847";"210632";52;51,5
"3848";"261170";686,75;665
"3849";"410465";5789,25;5728,5
"3850";"353300";4118,5;4152,5
"3851";"352610";1466,75;1468
"3852";"432090";941,75;975
"3853";"431810";849;827,5
"3854";"510630";446;448,5
"3855";"412850";864;870
"3856";"431000";2126,5;2128,5
"3857";"311110";2001,5;2028
"3858";"230520";126,25;125,5
"3859";"292010";154,25;153,5
"3860";"270750";243,5;243
"3861";"412750";685,5;678
"3862";"280620";409,75;414
"3863";"270010";221,25;220,5
"3864";"314730";6894;6896
"3865";"280580";82,75;83
"3866";"354075";830,75;827
"3867";"231150";165,75;163
"3868";"150655";78,25;78,5
"3869";"231170";223,75;222
"3870";"431600";769,5;761,5
"3871";"221000";375,5;378
"3872";"313780";3863,75;3859
"3873";"230195";276,5;275,5
"3874";"240230";323,5;322,5
"3875";"431120";1243,25;1241,5
"3876";"500220";1179,75;1179
"3877";"260380";157,5;158
"3878";"310590";3029,25;3037
"3879";"290475";41,75;42
"3880";"313770";495,5;492
"3881";"500520";2249;2251,5
"3882";"314280";785;784
"3883";"510625";1063;1104,5
"3884";"500295";2820,75;2736
"3885";"410540";882,75;872
"3886";"250040";430,75;430
"3887";"354425";1537,25;1535
"3888";"500325";2013,25;1991
"3889";"210890";96,25;95
"3890";"350710";4306,75;4334,5
"3891";"317100";3181,5;3173
"3892";"293210";166,5;166,5
"3893";"231380";232,5;232
"3894";"110080";387,5;399,5
"3895";"411410";5174;5513,5
"3896";"220780";422;416
"3897";"316295";3921,25;3892,5
"3898";"313930";324;325
"3899";"291160";287,5;284
"3900";"421570";2501;2504
"3901";"330110";3233,75;3224
"3902";"293270";615,75;615,5
"3903";"500190";2470,75;2492,5
"3904";"431460";366,5;366
"3905";"412080";7473,25;7450
"3906";"351770";7672,75;7799
"3907";"110014";207,5;169
"3908";"431080";4165,5;4154
"3909";"352740";1289,25;1286
"3910";"291710";319;319,5
"3911";"211100";138,75;136
"3912";"231126";40;40
"3913";"354000";8455,5;8491,5
"3914";"250510";342,75;348,5
"3915";"280140";208,5;209,5
"3916";"311420";6644,75;6583
"3917";"293100";172,75;172
"3918";"270210";153;153,5
"3919";"220230";375;353
"3920";"230300";94,5;97
"3921";"352140";10971,75;11021
"3922";"290960";76,25;76,5
"3923";"280020";356,5;359
"3924";"290260";131,25;130
"3925";"311370";1648,25;1645
"3926";"210810";88,5;88
"3927";"314990";2953,25;2957
"3928";"210770";87,25;88,5
"3929";"431900";11951,75;12032
"3930";"292460";123;123,5
"3931";"260450";434,75;433,5
"3932";"221120";678,25;659,5
"3933";"211140";121,5;122,5
"3934";"150495";22,5;24,5
"3935";"120045";230,75;227
"3936";"150630";161;157,5
"3937";"210950";110,25;110
"3938";"291600";572,25;561
"3939";"421900";2628;2637,5
"3940";"261040";1016,25;914
"3941";"520130";1149;1150,5
"3942";"330415";1789,25;1788,5
"3943";"314720";3347,5;3358
"3944";"330515";1921,25;1927
"3945";"260160";265,75;264,5
"3946";"411210";3184,75;3193
"3947";"520013";934;927,5
"3948";"420810";1483,5;1482
"3949";"292910";256;255,5
"3950";"221130";447;437
"3951";"510350";2056;2018
"3952";"210190";118,75;113,5
"3953";"240890";435,5;435,5
"3954";"250300";890,25;894
"3955";"270570";444;444,5
"3956";"210550";519,75;527
"3957";"290820";645;640
"3958";"430270";2144;2079
"3959";"270130";350,5;354
"3960";"410660";2146;2142,5
"3961";"311440";2198,5;2182,5
"3962";"314410";3491,5;3493
"3963";"330150";3116,25;3113
"3964";"150200";65,75;66
"3965";"350580";2547;2551
"3966";"320506";3269,25;3299,5
"3967";"210270";49;48,5
"3968";"352970";2831,25;2826
"3969";"210670";70;70,5
"3970";"354770";3927;3920
"3971";"261330";182,5;181,5
"3972";"160050";273,5;273,5
"3973";"430680";5981,75;5988
"3974";"410050";1096,5;1097
"3975";"431820";1090,75;1102
"3976";"150085";10,5;10,5
"3977";"260540";174,25;175
"3978";"352990";1123,75;1122
"3979";"410110";1533,25;1543
"3980";"150747";61,25;61,5
"3981";"354800";3265,25;3293,5
"3982";"260850";295,25;300,5
"3983";"171320";814;810,5
"3984";"230130";126,5;127
"3985";"240780";404;403
"3986";"311100";2470,25;2482
"3987";"293220";785,75;786
"3988";"230890";121;117
"3989";"261485";527,75;527,5
"3990";"520540";1857,5;1855
"3991";"291610";691,5;695,5
"3992";"520350";624;625
"3993";"420390";18460,5;18421
"3994";"292340";81;81
"3995";"316710";807;797
"3996";"412405";1873,5;1865
"3997";"510020";1228,75;1240,5
"3998";"211170";99,25;98,5
"3999";"500450";1701,5;1698
"4000";"411995";1635,75;1623,5
"4001";"261080";316,75;316,5
"4002";"500710";1767;1743
"4003";"290800";859;809,5
"4004";"500290";2322;2337,5
"4005";"292360";186,75;188,5
"4006";"313330";832;830
"4007";"150250";45,25;46,5
"4008";"314140";437,25;437,5
"4009";"311050";2286,5;2346,5
"4010";"351240";8961,75;9169
"4011";"291550";1096;1095,5
"4012";"350780";4998,5;5008
"4013";"250910";160,5;160,5
"4014";"353530";1475,75;1474,5
"4015";"290280";189,25;188,5
"4016";"210845";60,25;58
"4017";"411350";2169,5;2163,5
"4018";"314340";1828,75;1857,5
"4019";"330140";3198;3181,5
"4020";"314320";2002,25;2004
"4021";"420670";6450,75;6463,5
"4022";"290080";761,25;763,5
"4023";"251230";460,25;460,5
"4024";"432010";1350,75;1353,5
"4025";"261320";297,25;303,5
"4026";"270260";215,5;209
"4027";"330560";1012;994,5
"4028";"313350";4817;4773
"4029";"313950";2103;2111
"4030";"510860";528;545,5
"4031";"355430";2803;2815
"4032";"230950";214;211,5
"4033";"421170";2746,5;2740
"4034";"120010";220,5;220,5
"4035";"250460";352,5;347
"4036";"290690";1114,75;1111,5
"4037";"292240";365,25;360
"4038";"130330";72;71,5
"4039";"293150";1741,75;1726,5
"4040";"230200";194,25;194
"4041";"210900";670,25;660,5
"4042";"320400";1579;1597,5
"4043";"412800";4985;4983
"4044";"292110";1132,5;1109,5
"4045";"350790";3612,5;3645,5
"4046";"354670";6831,5;6849
"4047";"420395";4779,25;4726
"4048";"311550";5088;5050,5
"4049";"353140";6562;6589
"4050";"410650";2991,25;2986,5
"4051";"230435";497,5;499
"4052";"421690";4416,5;4367,5
"4053";"290340";844,25;835,5
"4054";"320460";3685,5;3688
"4055";"110032";261,25;252,5
"4056";"292320";76,75;77
"4057";"210020";99,5;100
"4058";"250150";580,5;583,5
"4059";"351360";753,25;757,5
"4060";"260760";900,5;899,5
"4061";"210650";155;149
"4062";"431950";2278,25;2284
"4063";"292620";98;99,5
"4064";"260090";467,25;456,5
"4065";"230400";140,75;140
"4066";"261240";366,5;367
"4067";"280550";209;208,5
"4068";"314290";502;500,5
"4069";"293077";2082,25;2073
"4070";"210290";114,5;114
"4071";"210870";97;96,5
"4072";"290410";127;126
"4073";"261480";132,25;132
"4074";"421050";2468,5;2459,5
"4075";"431840";3475,5;3473
"4076";"261190";496,5;485
"4077";"241250";346;345
"4078";"291180";180,5;178,5
"4079";"260560";105,25;106
"4080";"293350";44,75;41
"4081";"291880";191,25;188
"4082";"313665";7011,75;6979,5
"4083";"500769";3756;3744,5
"4084";"350220";2785;2766,5
"4085";"241150";379,5;373,5
"4086";"411430";1137,25;1137,5
"4087";"290500";303,25;302,5
"4088";"311840";2948;2950
"4089";"420850";2034,75;2045
"4090";"130180";72;72
"4091";"432220";1440;1437
"4092";"522020";510,5;517,5
"4093";"355380";966,25;965,5
"4094";"110025";790;652,5
"4095";"316270";193,75;205,5
"4096";"500100";2929,75;2827,5
"4097";"230610";107;107,5
"4098";"500470";3158,25;3187
"4099";"311300";172,25;171
"4100";"410590";2279,5;2285
"4101";"260080";632,75;635
"4102";"320245";744,5;730
"4103";"420210";2722,25;2734,5
"4104";"292480";173,5;174,5
"4105";"290890";459;456
"4106";"355330";5088,5;5079,5
"4107";"280760";253;251,5
"4108";"230160";186,25;182,5
"4109";"230425";99,75;98,5
"4110";"240420";1835,75;1804,5
"4111";"291110";229,75;232
"4112";"110033";132;133
"4113";"420545";3380,5;3402,5
"4114";"291835";116;116,5
"4115";"314740";2820,25;2598
"4116";"270380";66;66
"4117";"355630";1837,25;1843,5
"4118";"291270";91,5;91
"4119";"291440";192,75;202
"4120";"172120";922;926
"4121";"220190";687;671
"4122";"270235";168,25;169,5
"4123";"211003";97,25;99,5
"4124";"260030";506,75;521
"4125";"210380";211;211
"4126";"270830";211,5;212,5
"4127";"310020";2594,5;2576,5
"4128";"353890";4051,5;4043,5
"4129";"431337";4203,5;4199
"4130";"330395";3705,75;3694
"4131";"210825";7,75;8
"4132";"310510";1860;1835
"4133";"310930";1646;1646
"4134";"260875";878,75;860
"4135";"313490";2811,75;2813,5
"4136";"130255";38,25;38
"4137";"313270";1376,75;1365,5
"4138";"432280";7182,25;7170
"4139";"430940";6229,75;6256,5
"4140";"130160";36,25;36,5
"4141";"431330";4852,5;4864
"4142";"211245";20,75;20,5
"4143";"330187";2945;2945
"4144";"312420";725,25;719,5
"4145";"292595";101,5;101,5
"4146";"260970";266,25;272
"4147";"210230";91,5;91
"4148";"330210";2992,25;2991,5
"4149";"150770";87,75;90,5
"4150";"251290";573,5;572
"4151";"150790";342,5;343,5
"4152";"521730";604,25;599
"4153";"431530";709,75;711,5
"4154";"150660";317;319,5
"4155";"311730";1964,75;1984,5
"4156";"270710";912,5;906,5
"4157";"291580";248,25;245,5
"4158";"150715";125;124,5
"4159";"500210";1391,5;1394,5
"4160";"250700";545;546
"4161";"170930";701,5;701
"4162";"130130";270,25;279,5
"4163";"320210";1714,5;1738
"4164";"312950";3355,5;3317
"4165";"270320";87;87
"4166";"521570";683,75;680
"4167";"311320";2744,25;2732,5
"4168";"352000";1807,25;1810,5
"4169";"350940";4784,5;4795,5
"4170";"411730";765,5;764,5
"4171";"260500";888,75;889
"4172";"310630";2552,5;2550,5
"4173";"412350";1309;1317,5
"4174";"411940";2405,25;2406
"4175";"350130";4565,25;4578,5
"4176";"290860";187,75;190,5
"4177";"432180";3400;3406,5
"4178";"291040";140,5;141
"4179";"260775";3456;3439
"4180";"240820";551,75;554
"4181";"270510";342,5;342
"4182";"320405";1680,25;1697
"4183";"431960";1374,5;1402
"4184";"230740";145,5;145
"4185";"230530";271,25;271,5
"4186";"270640";483,25;484
"4187";"520030";1031,5;1032,5
"4188";"315400";1150,75;1156
"4189";"250110";867,25;867,5
"4190";"500070";1777;1772
"4191";"270400";353,75;353,5
"4192";"314870";2174;2167
"4193";"320501";2190,5;2160,5
"4194";"292575";87,75;87,5
"4195";"352520";4916,25;4878,5
"4196";"432170";2642,5;2636,5
"4197";"354760";8669,25;8661,5
"4198";"150110";46,25;46,5
"4199";"410360";1899,75;1899
"4200";"411125";1071;1079,5
"4201";"320410";1342;1331,5
"4202";"315690";2514;2517
"4203";"320040";4419,5;4416,5
"4204";"316200";1605,25;1576,5
"4205";"311910";1924,75;1912
"4206";"260900";284;283
"4207";"130115";49;49,5
"4208";"150565";7,75;8
"4209";"210030";206,5;205
"4210";"210280";680;689
"4211";"432190";4547,75;4540
"4212";"432270";3030;3005
"4213";"230945";109,75;109
"4214";"352180";1594;1586,5
"4215";"521710";884;881
"4216";"261130";894,75;992
"4217";"355340";6014;6022
"4218";"290620";153,75;154,5
"4219";"230495";361,5;358
"4220";"293250";604,75;599,5
"4221";"313580";1253,25;1253,5
"4222";"292290";160;162,5
"4223";"240145";178,75;170,5
"4224";"261150";163,5;162,5
"4225";"316960";1935,75;1922,5
"4226";"521450";2576,25;2556
"4227";"352920";2872;2865
"4228";"291210";794,5;789,5
"4229";"140047";77,5;77
"4230";"260460";823,75;843,5
"4231";"293200";549;547
"4232";"313090";1194;1199
"4233";"430466";1114,5;1108
"4234";"291490";226;225
"4235";"500500";2804;2759
"4236";"110001";18001,75;18206,5
"4237";"292210";285;286,5
"4238";"261580";269,75;273,5
"4239";"210675";128;128
"4240";"130370";66;65
"4241";"250690";1103,75;1104,5
"4242";"292500";378,5;371,5
"4243";"260370";317,5;318,5
"4244";"230380";388;384,5
"4245";"430690";1147,75;1147,5
"4246";"520330";951,5;950,5
"4247";"293300";312,5;311,5
"4248";"230170";176;174,5
"4249";"240360";2161,25;2173
"4250";"211260";124;125,5
"4251";"280460";613,25;609,5
"4252";"210043";24;24,5
"4253";"292580";181,75;182,5
"4254";"292050";227;235
"4255";"330290";4409,25;4386
"4256";"320305";1421,25;1411
"4257";"280120";306,75;310,5
"4258";"353920";5401,75;5399
"4259";"270500";208;208
"4260";"410210";5989,5;5996,5
"4261";"230780";256,75;251,5
"4262";"220580";348;333
"4263";"520890";1999;2010,5
"4264";"521010";1278;1296,5
"4265";"292820";393;394
"4266";"150070";56,75;56,5
"4267";"351410";3288;3270
"4268";"150450";39,25;37
"4269";"420130";2966;3030,5
"4270";"421650";3911;3909,5
"4271";"410425";3394;3426
"4272";"210542";100;97,5
"4273";"261500";402;400
"4274";"312670";767;768
"4275";"211110";627,5;626
"4276";"292310";174,5;175
"4277";"310110";2198,5;2202,5
"4278";"353740";4757,75;4774,5
"4279";"280060";2366,75;2342,5
"4280";"293230";474,25;472
"4281";"150400";41,5;42
"4282";"150307";35,5;35,5
"4283";"150034";42,25;40,5
"4284";"316290";3904,5;3886
"4285";"352044";7390,75;7398,5
"4286";"353860";5722;5723,5
"4287";"150503";133,25;131
"4288";"510335";139,75;142
"4289";"421250";3917,5;3902
"4290";"210510";44,75;45,5
"4291";"412170";709;705
"4292";"270310";231,25;229,5
"4293";"290110";1501;1466,5
"4294";"350270";1414,75;1376
"4295";"430480";12511;12480
"4296";"312360";7263,75;7271
"4297";"351220";5668,75;5637,5
"4298";"352640";5902,25;5859,5
"4299";"210070";94,5;93
"4300";"510562";4502,5;4490
"4301";"315140";4520,25;4527,5
"4302";"240110";2481;2483
"4303";"330050";2784,75;2773
"4304";"316240";113,75;115
"4305";"230120";248,75;249
"4306";"210467";51;52
"4307";"220290";392,5;382,5
"4308";"270940";700,75;708
"4309";"290730";431,5;432
"4310";"291320";424,25;422
"4311";"231320";130,5;131
"4312";"431850";702,75;687,5
"4313";"290120";47,5;45
"4314";"280067";535,75;537,5
"4315";"316292";7128,5;7161
"4316";"230560";374;374,5
"4317";"150745";111;111
"4318";"500560";2136,5;2073
"4319";"261020";324,25;324
"4320";"291915";144,5;145
"4321";"510480";4095,25;4186,5
"4322";"150190";127;126,5
"4323";"270920";222,75;221
"4324";"291350";204,25;204,5
"4325";"270730";476,5;502
"4326";"421970";1377,75;1373,5
"4327";"130040";86;85,5
"4328";"130356";220,25;224
"4329";"314460";1850;1871
"4330";"291190";389,5;370
"4331";"500240";1510,5;1520
"4332";"412570";2080;2087,5
"4333";"311660";5403;5383,5
"4334";"130100";1674,75;1679
"4335";"220150";194,5;175,5
"4336";"270100";852,25;861
"4337";"432200";3500,75;3534,5
"4338";"315280";4693;4687
"4339";"316553";7084;7087,5
"4340";"351830";5810,25;5819
"4341";"410160";2922;2918
"4342";"250830";590,5;590,5
"4343";"320340";2570;2617,5
"4344";"316040";6016,25;6018
"4345";"150570";152,25;153,5
"4346";"311880";386,75;384,5
"4347";"220270";80;79,5
"4348";"432130";4907,75;4937,5
"4349";"261560";428,75;427,5
"4350";"521120";710,75;706
"4351";"210500";41,25;39,5
"4352";"292840";188,5;188
"4353";"260750";97;96
"4354";"421630";1356,75;1357,5
"4355";"292770";677;674
"4356";"330400";4508,5;4507
"4357";"210945";308,5;311,5
"4358";"330385";1520,75;1514
"4359";"510325";59;60
"4360";"355160";5058,75;5051,5
"4361";"230320";173,5;175,5
"4362";"353790";1532;1467
"4363";"231160";686;684,5
"4364";"261460";208,5;209
"4365";"231270";467,5;466
"4366";"292120";425;424,5
"4367";"211060";269;267
"4368";"354750";10887;10913,5
